City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
263,rosarito,32.3333,-117.0333,21.8,59,24,2.8,MX,1675555006
264,say,13.1007,2.3689,27.31,15,3,3.35,NE,1675555006
265,ziro,27.6333,93.8333,2.08,64,7,1.2,IN,1675555007
266,gimli,50.6336,-96.9907,-11.99,79,100,2.06,CA,1675554970
267,eirunepe,-6.6603,-69.8736,22.81,97,96,0.98,BR,1675555008
268,ajdabiya,30.7554,20.2263,12.5,71,7,2.49,LY,1675555009
269,ivanava,52.1451,25.5365,-4.29,81,92,5.67,BY,1675555004
270,mathbaria,22.2876,89.9593,15.21,49,85,1.48,BD,1675555009
271,vila franca do campo,37.7167,-25.4333,13.23,85,2,2.73,PT,1675555010
272,korla,41.7597,86.1469,-3.92,70,67,0.46,CN,1675555011
273,tiksi,71.6872,128.8694,-29.66,100,100,1.22,RU,1675554775
274,anzio,41.4853,12.6179,9.7,62,19,4.33,IT,1675555012
275,poum,-20.2333,164.0167,27.98,77,33,3.13,NC,1675555012
276,san juan,-31.5375,-68.5364,28.6,26,0,3.01,AR,1675554994
277,walvis bay,-22.9575,14.5053,17.83,81,100,4.58,NA,1675555013
278,hervey bay,-25.2986,152.8535,29.45,75,58,7.15,AU,1675555003
279,takoradi,4.8845,-1.7554,26.04,89,93,3.72,GH,1675555014
280,tiznit,29.5833,-9.5,10.12,38,6,1.24,MA,1675555015
281,tual,-5.6667,132.75,27.25,81,100,6.81,ID,1675555015
282,staryy nadym,65.6118,72.6842,-12.21,97,95,3.52,RU,1675555016
283,boende,-0.2167,20.8667,25.01,71,100,2.26,CD,1675555016
284,ayan,56.45,138.1667,-21.88,86,88,2.14,RU,1675555017
285,ulaanbaatar,47.9077,106.8832,-27.93,76,56,0.0,MN,1675555011
286,namibe,-15.1961,12.1522,21.31,77,76,2.79,AO,1675555018
287,puerto colombia,10.9878,-74.9547,26.05,85,11,11.06,CO,1675554853
288,asyut,27.181,31.1837,11.1,48,79,2.43,EG,1675555019
289,cairns,-16.9167,145.7667,27.81,100,100,3.09,AU,1675555020
290,tanout,14.9709,8.8879,22.38,17,96,3.7,NE,1675555021
291,mayor pablo lagerenza,-19.9309,-60.7718,27.56,39,80,1.38,PY,1675555021
292,rapid city,44.0805,-103.231,10.85,44,0,5.14,US,1675554950
293,chuy,-33.6971,-53.4616,18.51,94,35,5.38,UY,1675554767
294,katangli,51.7102,143.2326,-21.82,95,22,4.39,RU,1675555023
295,leningradskiy,69.3833,178.4167,-31.45,99,100,1.85,RU,1675555024
296,luderitz,-26.6481,15.1594,17.96,83,52,6.99,NA,1675555024
297,covington,39.0837,-84.5086,8.62,47,0,7.2,US,1675554909
298,samarai,-10.6167,150.6667,28.64,73,71,3.01,PG,1675555025
299,hasaki,35.7333,140.8333,5.16,54,6,6.99,JP,1675555026
300,novyy urengoy,66.0833,76.6333,-10.65,96,100,2.8,RU,1675555027
301,ankara,39.9199,32.8543,-4.33,85,95,0.45,TR,1675555005
302,emerald,-23.5333,148.1667,29.08,47,99,4.89,AU,1675555029
303,minudasht,37.2289,55.3747,8.81,34,100,2.85,IR,1675555030
304,cabo san lucas,22.8909,-109.9124,25.9,55,19,1.57,MX,1675554819
305,lagoa,39.05,-27.9833,15.06,89,3,8.68,PT,1675555032
306,dwarka,22.2394,68.9678,20.17,68,42,4.31,IN,1675555034
307,olga,43.7444,135.2892,-9.72,65,100,1.69,RU,1675555034
308,hamilton,39.1834,-84.5333,8.35,47,0,7.2,US,1675555035
309,asau,46.4333,26.4,-4.29,87,100,4.85,RO,1675555036
310,guiglo,6.5456,-7.4966,22.74,84,77,1.2,CI,1675555037
311,gander,48.9682,-54.5906,-14.91,77,100,11.83,CA,1675555038
312,nevyansk,57.4953,60.2112,-18.23,100,93,0.86,RU,1675555040
313,srednekolymsk,67.45,153.6833,-36.05,100,100,1.73,RU,1675555041
314,chickasha,35.0526,-97.9364,14.72,41,0,6.17,US,1675555042
315,saldanha,-33.0117,17.9442,19.03,96,94,5.69,ZA,1675555042
316,maragogi,-9.0122,-35.2225,25.96,81,41,3.03,BR,1675555043
317,dmitriyevka,54.75,55.3333,-18.07,95,100,1.07,RU,1675555044
318,acari,-15.4311,-74.6158,24.39,86,98,2.53,PE,1675555044
319,husavik,66.0449,-17.3389,-2.11,74,48,6.75,IS,1675555045
320,matagami,49.7502,-77.6328,-16.94,85,100,5.14,CA,1675555046
321,jijiga,9.35,42.8,14.62,40,67,4.22,ET,1675555047
322,maues,-3.3836,-57.7186,23.67,97,100,0.47,BR,1675555047
323,makinsk,52.6292,70.4169,-18.76,98,100,3.53,KZ,1675555048
324,algiers,36.7525,3.042,6.9,93,20,1.54,DZ,1675554843
325,qaqortoq,60.7167,-46.0333,-8.98,90,86,4.13,GL,1675555049
326,buluang,13.3068,123.3425,25.18,83,45,1.58,PH,1675555050
327,ponta delgada,37.7333,-25.6667,13.4,88,0,2.57,PT,1675555051
328,westport,41.1415,-73.3579,-5.55,43,100,3.6,US,1675555052
329,padang,-0.9492,100.3543,24.03,87,100,1.25,ID,1675555052
330,manaure,11.7751,-72.4445,26.11,70,52,9.78,CO,1675555053
331,salalah,17.0151,54.0924,20.07,73,35,0.92,OM,1675555053
332,teguise,29.0605,-13.564,13.12,63,20,3.6,ES,1675555054
333,camacha,33.0833,-16.3333,14.68,67,40,7.2,PT,1675555055
334,stantsionno-oyashinskiy,55.4664,83.8245,-21.53,100,97,1.58,RU,1675555055
335,cleveland,41.4995,-81.6954,2.25,47,0,6.69,US,1675554844
336,borogontsy,62.6683,131.1683,-35.7,100,100,0.47,RU,1675555057
337,inta,66.0317,60.1659,-12.81,96,96,3.4,RU,1675555057
338,charlestown,-32.95,151.6667,26.68,40,0,1.79,AU,1675555058
339,tecoanapa,16.5167,-98.75,27.65,63,2,2.37,MX,1675555059
340,ponferrada,42.5466,-6.5962,10.06,20,0,0.81,ES,1675555059
341,yambio,4.5721,28.3955,22.15,31,74,1.09,SS,1675555060
342,belaya gora,68.5333,146.4167,-31.77,98,99,1.76,RU,1675555061
343,verkhniy avzyan,53.5289,57.5372,-19.4,93,80,1.21,RU,1675555061
344,longyearbyen,78.2186,15.6401,-8.09,57,0,11.83,SJ,1675554776
345,auki,-8.7676,160.7034,27.25,86,100,2.79,SB,1675555062
346,naco,31.3347,-109.9483,22.05,17,0,0.96,MX,1675555063
347,moose factory,51.2585,-80.6094,-12.0,85,100,1.54,CA,1675555063
348,dunedin,-45.8742,170.5036,22.67,70,100,2.68,NZ,1675554891
349,nikolayevsk-na-amure,53.1406,140.73,-21.68,96,91,1.57,RU,1675555064
350,boulder city,35.9786,-114.8325,16.36,27,0,3.6,US,1675555065
351,ucluelet,48.9329,-125.5528,9.49,91,100,1.79,CA,1675555066
352,moshenskoye,58.5102,34.5911,-7.61,96,91,2.93,RU,1675555066
353,jaslo,49.7451,21.4725,-4.34,94,100,5.3,PL,1675555067
354,morondava,-20.2833,44.2833,26.04,81,6,0.57,MG,1675555068
355,havre-saint-pierre,50.2334,-63.5986,-15.0,60,100,10.29,CA,1675555068
356,sorong,-0.8833,131.25,25.8,85,100,2.03,ID,1675555069
357,pitimbu,-7.4706,-34.8086,27.33,79,17,4.82,BR,1675555069
358,viedma,-40.8135,-62.9967,23.95,44,0,7.75,AR,1675554951
359,sretensk,52.2453,117.7093,-33.47,100,75,0.41,RU,1675555070
360,spas-demensk,54.4122,34.0226,-5.31,95,100,3.27,RU,1675555071
361,boa vista,2.8197,-60.6733,26.99,69,40,2.06,BR,1675555071
362,miri,4.4148,114.0089,24.08,94,20,0.51,MY,1675555072
363,araouane,18.9048,-3.5265,15.77,18,99,4.95,ML,1675555073
364,meulaboh,4.1363,96.1285,23.54,88,93,1.5,ID,1675555073
