City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,vao,-22.6667,167.4833,26.49,87,94,9.03,NC,1675555074
366,noumea,-22.2763,166.4572,33.99,99,83,6.95,NC,1675554920
367,labuhan,-6.8844,112.2051,25.17,87,100,2.57,ID,1675555075
368,makakilo city,21.3469,-158.0858,24.2,76,100,3.09,US,1675555075
369,livani,56.3543,26.1758,-4.91,89,100,3.22,LV,1675555076
370,narsaq,60.9167,-46.05,-8.03,94,95,2.08,GL,1675555076
371,pachino,36.7186,15.0907,11.82,75,1,4.5,IT,1675555077
372,wilmington island,32.0036,-80.9737,10.05,80,0,3.6,US,1675555078
373,pemba,-12.974,40.5178,25.39,83,40,1.54,MZ,1675555078
374,balen,51.1684,5.1717,8.17,87,100,2.31,BE,1675555079
375,kunya,12.2233,8.5325,18.09,45,0,0.0,NG,1675555079
376,margate,51.3813,1.3862,8.16,78,100,0.89,GB,1675555080
377,pahrump,36.2083,-115.9839,17.75,22,73,1.34,US,1675554773
378,sabang,5.8933,95.3214,27.4,75,97,6.42,ID,1675555081
379,vysotsk,60.6288,28.5705,-17.12,97,37,1.72,RU,1675555081
380,lilienthal,53.1657,8.9293,1.76,86,0,3.6,DE,1675555082
381,luis correia,-2.8792,-41.6669,26.65,83,22,6.98,BR,1675555082
382,halifax,44.6453,-63.5724,-13.77,62,56,8.49,CA,1675554774
383,igarka,67.4667,86.5833,-13.1,96,100,4.35,RU,1675555083
384,sioux lookout,50.1001,-91.917,-13.96,72,100,0.0,CA,1675555084
385,sambava,-14.2667,50.1667,23.54,92,79,2.37,MG,1675555084
386,furano,43.2818,142.4743,-11.28,89,89,1.06,JP,1675555085
387,lucera,41.5082,15.3351,4.9,52,70,6.19,IT,1675555085
388,san cristobal,7.7669,-72.225,23.1,63,48,0.5,VE,1675555063
389,keighley,53.8679,-1.9066,4.96,80,0,5.66,GB,1675555086
390,mchinji,-13.7984,32.8802,17.49,96,99,1.32,MW,1675555087
391,alyangula,-13.8483,136.4192,28.54,54,95,1.89,AU,1675555088
392,west wendover,40.7391,-114.0733,-1.44,80,0,0.0,US,1675555089
393,sechura,-5.5569,-80.8222,25.03,66,51,5.0,PE,1675555089
394,bungsuan,11.2404,122.6976,22.59,87,85,3.05,PH,1675555090
395,tunceli,39.1083,39.5471,-2.97,96,100,1.12,TR,1675555091
396,severnyy,50.677,36.5532,-3.98,92,100,3.13,RU,1675555091
397,aksu,41.1231,80.2644,-7.57,84,49,1.59,CN,1675555092
398,dolinsk,47.35,142.8,-13.21,84,50,1.36,RU,1675555092
399,tromso,69.6496,18.957,1.01,69,100,7.72,NO,1675555093
400,roald,62.5833,6.1333,6.53,87,100,5.66,NO,1675555094
401,abyek,36.0667,50.55,-0.22,36,96,3.58,IR,1675555094
402,champerico,14.3,-91.9167,31.3,65,2,3.29,GT,1675555095
403,nadym,65.5333,72.5167,-12.34,97,93,3.85,RU,1675555095
404,bakchar,57.0186,82.0711,-19.93,100,100,0.37,RU,1675555096
405,ust-maya,60.4167,134.5333,-31.66,99,100,0.26,RU,1675555096
406,olafsvik,64.8945,-23.7142,3.15,97,100,11.85,IS,1675555097
407,victoria,22.2855,114.1577,18.3,86,100,4.02,HK,1675554985
408,nanortalik,60.1432,-45.2371,-4.03,80,99,7.75,GL,1675555098
409,constitucion,-35.3333,-72.4167,15.63,95,24,1.13,CL,1675555099
410,shelbyville,35.4834,-86.4603,8.69,52,0,2.57,US,1675554910
411,vanavara,60.34,102.2797,-23.47,100,96,0.73,RU,1675555100
412,ovalle,-30.5983,-71.2003,23.69,58,0,2.78,CL,1675555064
413,lagos,6.5833,3.75,28.18,83,60,3.6,NG,1675555101
414,san francisco,37.7749,-122.4194,15.26,92,100,8.05,US,1675554532
415,atambua,-9.1061,124.8925,23.97,86,100,0.94,ID,1675555102
416,saquena,-4.6667,-73.5167,23.18,85,77,1.45,PE,1675555102
417,les cayes,18.2,-73.75,23.74,76,11,2.46,HT,1675555103
418,necochea,-38.5473,-58.7368,16.08,76,0,4.65,AR,1675555103
419,aklavik,68.2191,-135.0107,-35.0,75,0,1.54,CA,1675555104
420,capreol,46.706,-80.9225,-4.69,79,100,8.75,CA,1675555105
421,babayurt,43.6002,46.7789,0.91,91,87,3.43,RU,1675555105
422,honningsvag,70.9821,25.9704,-2.14,64,78,6.69,NO,1675555106
423,savalou,7.9281,1.9756,27.51,72,61,3.32,BJ,1675555107
424,lavrentiya,65.5833,-171.0,-23.47,92,90,3.24,RU,1675555107
425,mayo,38.8876,-76.5119,-0.48,50,0,2.57,US,1675555108
426,joensuu,62.6012,29.7632,-19.73,84,0,1.03,FI,1675555109
427,pochutla,15.7432,-96.4661,25.99,58,6,3.09,MX,1675555109
428,plettenberg bay,-34.0527,23.3716,21.91,71,12,2.99,ZA,1675555110
429,marawi,7.9986,124.2928,22.08,79,100,0.59,PH,1675555111
430,vrangel,42.7297,133.0839,-5.57,66,64,1.13,RU,1675555111
431,san antero,9.3741,-75.7589,26.13,76,51,6.15,CO,1675555112
432,tonj,7.2737,28.6822,24.39,20,15,2.34,SS,1675555112
433,bonavista,48.6499,-53.1147,-10.22,75,94,18.21,CA,1675555113
434,erdenet,49.0333,104.0833,-20.05,89,71,1.33,MN,1675555113
435,colac,-38.3333,143.5833,14.54,67,96,3.26,AU,1675555114
436,ystad,55.4297,13.8204,-4.59,54,16,2.03,SE,1675555115
437,broome,42.2506,-75.833,-6.88,58,100,4.92,US,1675554577
438,juneau,58.3019,-134.4197,1.79,94,100,0.0,US,1675554968
439,kokopo,-4.352,152.2633,27.76,73,95,1.94,PG,1675555116
440,portugalete,43.321,-3.0206,9.94,75,100,0.0,ES,1675555117
441,half moon bay,37.4636,-122.4286,15.57,92,100,11.32,US,1675555117
442,bahia honda,22.9036,-83.1592,23.17,81,48,5.09,CU,1675555118
443,oktyabrskiy,54.4815,53.471,-13.07,95,100,0.82,RU,1675555118
444,fenyi,27.8112,114.6681,7.43,95,98,0.87,CN,1675555119
445,guararapes,-21.2608,-50.6428,23.49,87,93,0.99,BR,1675555120
446,iquique,-20.2208,-70.1431,25.02,81,16,1.83,CL,1675554847
447,byron bay,-28.65,153.6167,29.97,65,98,3.8,AU,1675555121
448,liaozhong,41.5061,122.7242,-3.54,57,21,4.54,CN,1675555121
449,nankana sahib,31.4475,73.6972,11.96,57,0,1.3,PK,1675555122
450,ngunguru,-35.6167,174.5,20.9,78,94,4.47,NZ,1675555122
451,aasiaat,68.7098,-52.8699,-24.28,100,97,2.59,GL,1675555123
452,berdyaush,55.1619,59.1464,-16.67,92,58,1.57,RU,1675555123
453,mandal,25.45,74.5667,15.96,35,0,0.18,IN,1675555124
454,upington,-28.4478,21.2561,24.21,64,20,2.06,ZA,1675555124
455,muros,42.7762,-9.0603,8.38,84,1,4.47,ES,1675555125
456,richards bay,-28.783,32.0377,21.73,90,15,1.13,ZA,1675555126
457,parana,-31.732,-60.5238,26.98,49,0,3.68,AR,1675555126
458,makarov,48.6333,142.8,-16.27,78,8,0.58,RU,1675555127
459,san rafael,-34.6177,-68.3301,26.81,21,0,5.3,AR,1675555114
460,chumikan,54.7183,135.315,-18.87,87,100,7.34,RU,1675555128
461,nemuro,43.3236,145.575,-5.38,70,26,3.63,JP,1675555128
462,broken hill,-31.95,141.4333,20.64,41,0,4.16,AU,1675555129
463,chiredzi,-21.05,31.6667,22.67,66,49,3.36,ZW,1675555129
464,bud,39.447,-86.1758,5.99,53,91,7.08,US,1675555130
465,balkhash,46.844,74.9804,-9.42,96,95,2.81,KZ,1675555131
466,dobrinka,52.1653,40.4731,-7.65,96,97,3.24,RU,1675555131
467,altamont,42.2068,-121.7372,6.91,65,20,11.83,US,1675555132
468,panaba,21.2833,-88.2667,22.61,77,88,6.12,MX,1675555132
469,sharjah,25.3573,55.4033,18.99,72,20,3.09,AE,1675555035
470,escanaba,45.7453,-87.0646,-4.02,62,100,3.13,US,1675555066
471,doka,13.5167,35.7667,22.66,38,100,4.75,SD,1675555134
472,waipawa,-41.4122,175.5153,24.48,59,38,3.27,NZ,1675555134
473,touros,-5.1989,-35.4608,26.46,80,78,5.89,BR,1675555135
474,katubao,5.8892,124.8294,27.29,72,100,1.82,PH,1675555136
475,gravdal,68.1214,13.5031,1.48,98,100,10.97,NO,1675555136
476,rio grande,-32.035,-52.0986,22.06,69,0,6.08,BR,1675555137
477,qasigiannguit,68.8193,-51.1922,-28.57,98,68,2.34,GL,1675555138
478,mimongo,-1.6195,11.6068,20.56,99,70,1.3,GA,1675555138
479,lakes entrance,-37.8811,147.981,20.09,53,33,5.46,AU,1675555139
480,achikulak,44.5517,44.8378,-1.35,78,92,3.0,RU,1675555139
481,elko,41.0002,-115.5012,-0.76,67,97,2.68,US,1675555140
482,magdalena,14.1999,121.429,25.75,79,86,3.9,PH,1675555141
483,passo fundo,-28.2628,-52.4067,17.59,75,40,0.74,BR,1675555141
484,deputatskiy,69.3,139.9,-32.3,99,96,1.06,RU,1675555142
485,la palma,33.8464,-118.0467,23.99,50,0,3.09,US,1675555143
486,abingdon,51.6711,-1.2828,8.58,88,75,0.51,GB,1675554932
487,whitehorse,60.7161,-135.0538,-9.43,83,75,2.57,CA,1675555144
488,amahai,-3.3333,128.9167,25.94,83,100,2.46,ID,1675555145
489,menfi,37.6066,12.9678,11.16,91,15,3.43,IT,1675555146
490,voskresenskoye,56.8381,45.4317,-6.86,98,100,1.51,RU,1675555147
491,torzhok,57.0436,34.9622,-6.54,96,100,1.53,RU,1675555148
492,dingle,10.9995,122.6711,25.51,87,88,4.27,PH,1675555149
493,amuntai,-2.4177,115.2494,23.77,84,100,0.62,ID,1675555150
494,nongpoh,25.9,91.8833,14.76,71,1,1.53,IN,1675555150
495,carbondale,37.7273,-89.2168,4.47,60,75,7.2,US,1675555151
496,goderich,43.7501,-81.7165,-2.82,63,89,8.75,CA,1675555152
497,muyezerskiy,63.9333,31.65,-18.26,95,83,2.35,RU,1675555152
498,trapani,37.8333,12.6667,11.05,100,75,4.63,IT,1675555153
499,bafoulabe,13.8065,-10.8321,26.01,12,39,3.25,ML,1675555154
500,mahibadhoo,3.7833,72.9667,26.63,73,85,1.9,MV,1675555154
501,caudry,50.1249,3.4119,8.93,95,100,3.02,FR,1675555155
502,guerrero negro,27.9769,-114.0611,18.62,51,0,5.19,MX,1675555156
503,razdolinsk,58.4211,94.6658,-17.51,99,100,0.82,RU,1675555157
504,bama,11.5221,13.6856,22.62,24,99,3.34,NG,1675555158
505,raudeberg,61.9875,5.1352,3.31,15,100,7.64,NO,1675555158
506,sawtell,-30.3833,153.1,26.01,61,4,4.12,AU,1675555159
507,kastamonu,41.5,33.6667,-5.66,96,85,0.26,TR,1675555160
508,cumra,37.5732,32.7745,-1.23,86,100,1.28,TR,1675555161
509,hammerfest,70.6634,23.6821,-1.75,86,40,7.2,NO,1675555162
510,shagonar,51.5333,92.8,-17.14,95,100,0.18,RU,1675555164
511,brokopondo,4.75,-55.1667,24.1,90,67,5.41,SR,1675555165
512,zhangye,38.9342,100.4517,-4.48,50,21,1.37,CN,1675555166
513,codrington,-38.2667,141.9667,16.43,70,100,3.19,AU,1675555166
514,fairbanks,64.8378,-147.7164,-12.0,76,75,2.57,US,1675554900
515,vila velha,-20.3297,-40.2925,27.19,84,0,7.2,BR,1675555167
516,saint anthony,45.0205,-93.218,-1.62,72,75,3.6,US,1675555168
517,panguna,-6.3164,155.4848,24.65,81,98,0.89,PG,1675555168
518,presidente medici,-11.1753,-61.9014,23.2,94,100,0.41,BR,1675555169
519,tiarei,-17.5333,-149.3333,32.01,76,46,7.69,PF,1675555169
520,lima,-12.0432,-77.0282,24.14,69,0,5.14,PE,1675554767
521,nagamangala,12.8156,76.7575,18.14,69,3,1.69,IN,1675555170
522,chibombo,-14.6569,28.0706,17.54,95,94,1.39,ZM,1675555171
523,scarborough,54.2797,-0.4044,5.76,75,69,0.89,GB,1675554914
524,kahului,20.8947,-156.47,26.01,68,20,9.77,US,1675555172
525,nieuw amsterdam,5.8833,-55.0833,27.01,80,40,5.14,SR,1675555173
526,benghazi,32.1167,20.0667,14.53,62,0,5.79,LY,1675555174
527,dalvik,65.9702,-18.5286,1.96,74,62,6.12,IS,1675555174
528,hirara,24.8,125.2833,19.15,77,75,3.6,JP,1675555175
529,ulladulla,-35.35,150.4667,21.24,49,0,2.54,AU,1675555176
530,arman,59.7,150.1667,-23.96,85,51,3.38,RU,1675555176
531,rawah,34.4816,41.9093,9.42,67,81,2.11,IQ,1675555177
532,anito,12.4497,125.2886,25.31,89,97,6.2,PH,1675555177
533,bethanien,-26.502,17.1583,24.42,26,80,4.93,NA,1675555178
534,santa luzia,-19.7697,-43.8514,28.5,57,0,1.54,BR,1675555179
535,koath,25.3167,84.2667,10.64,63,2,3.0,IN,1675555180
536,araruna,-6.5583,-35.7417,22.13,87,96,4.35,BR,1675555180
537,podgornoye,51.735,39.1496,-3.88,86,100,3.0,RU,1675555181
538,pastavy,55.1168,26.8326,-7.14,94,99,4.49,BY,1675555181
539,malyye derbety,47.9547,44.6808,-2.07,90,99,2.58,RU,1675555182
540,abu zabad,12.35,29.25,18.15,17,19,5.4,SD,1675555183
541,zyryanka,65.75,150.85,-29.54,98,100,2.04,RU,1675555185
542,port hawkesbury,45.6169,-61.3485,-13.01,86,100,16.98,CA,1675555043
543,praia,14.9215,-23.5087,21.3,73,0,7.72,CV,1675555185
544,havoysund,70.9963,24.6622,-1.87,91,100,5.32,NO,1675555186
545,tuy hoa,13.0833,109.3,23.41,85,99,1.2,VN,1675555186
546,santa isabel do rio negro,-0.4139,-65.0192,23.54,97,96,0.89,BR,1675555187
547,owando,-0.4819,15.8999,24.44,62,100,1.39,CG,1675555188
548,honiara,-9.4333,159.95,29.82,74,92,1.39,SB,1675555188
549,leshukonskoye,64.8989,45.7622,-24.49,100,99,1.34,RU,1675555189
550,kamaishi,39.2667,141.8833,0.5,59,11,2.21,JP,1675555190
551,hami,42.8,93.45,-1.08,37,100,2.0,CN,1675555190
552,mazagao,-0.115,-51.2894,25.03,96,99,1.64,BR,1675555191
553,massakory,12.996,15.7293,23.69,12,99,4.55,TD,1675555185
554,kosa,59.9445,54.9977,-12.87,99,100,0.89,RU,1675555192
555,mareeba,-17.0,145.4333,25.24,97,100,2.13,AU,1675554770
556,jizan,17.3333,42.6667,24.52,74,49,1.36,SA,1675555193
557,maldonado,-34.6667,-54.9167,20.68,89,84,6.21,UY,1675555193
558,kidodi,-7.6036,37.0044,21.75,97,96,1.5,TZ,1675555194
